,0,1
43893,قال الأعلم إذا,قال الأَعلم إِذا
43894,أذكرت حالك غير,أَذكرتَ حالَكَ غير
43895,عصر وأفسد صنعها,عَصْر وأَفسد صُنْعَها
43896,فيك الوجيف غير,فيك الوَجِيف غَيْرَ
43897,عصر أي غير,عَصْرٍ أَي غير
43898,وقت ذكرها وأنشد,وقت ذكرها وأَنشد
43899,الأزهري يا رب,الأَزهري يا رُبَّ
43900,حال حوقل وقاع,حالِ حَوْقَلٍ وَقَّاع
43901,تركتها مدنية القناع,تَرَكْتها مُدْنِيَةَ القِناع
43902,والمحالة منجنون يستقى,والمَحالَةُ مَنْجَنُونٌ يُسْتَقى
43903,عليها والجمع محال,عليها والجمع مَحالٌ
43904,والمحال واسط الظهر,والمَحال واسِطُ الظَّهْر
43905,وقيل المحال الفقار,وقيل المَحال الفَقار
43906,واحدته محالة ويجوز,واحدته مَحالة ويجوز
43907,أن يكون في,أَن يكون في
43908,العين أن يظهر,العين أَن يظهر
43909,البياض في مؤخرها,البياض في مُؤْخِرها
43910,قبل الماق وقيل,قِبَل الماقِ وقيل
43911,الحول إقبال الحدقة,الحَوَل إِقْبال الحَدَقة
43912,على الأنف وقيل,على الأَنف وقيل
43913,هو ذهاب حدقتها,هو ذَهاب حدقتها
43914,قبل مؤخرها وقيل,قِبَلَ مُؤْخِرها وقيل
43915,الحول أن تكون,الحَوَل أَن تكون
43916,العين كأنها تنظر,العين كأَنها تنظر
43917,إلى الحجاج وقيل,إِلى الحِجاج وقيل
43918,هو أن تميل,هو أَن تميل
43919,الحدقة إلى اللحاظ,الحدَقة إِلى اللَّحاظ
43920,وقد حولت وحالت,وقد حَوِلَت وحالَت
43921,تحال واحولت وقول,تَحال واحْوَلَّت وقول
43922,أبي خراش إذا,أَبي خراش إِذا
43923,ما كان كس,ما كان كُسُّ
43924,القوم روقا وحالت,القَوْمِ رُوقاً وحالَتْ
43925,مقلتا الرجل البصير,مُقْلَتا الرَّجُلِ البَصِير
43926,بتحول قيل معناه,بتحوّل قيل معناه
43927,أحول قال ابن,أَحْوَل قال ابن
43928,وأن يقال حولت,وأَن يقال حَوِلت
43929,كعور وصيد لأن,كعَوِرَ وصَيِدَ لأَن
43930,هذه الأفعال في,هذه الأَفعال في
43931,يخرج إلا على,يخرج إِلا على
43932,الصحة وهو احول,الصحة وهو احْوَلَّ
43933,واعور واصيد فعلى,واعْوَرَّ واصْيدَّ فعلى
43934,أن يكون حالت,أَن يكون حالَت
43935,شاذا كما شذ,شاذّاً كما شذ
43936,اجتاروا في معنى,اجْتارُوا في معنى
43937,اجتوروا الليث لغة,اجْتَوَرُوا الليث لغة
43938,تميم حالت عينه,تميم حالَت عَيْنُه
43939,تحول قوله لغة,تَحُول قوله لغة
43940,الليث حولا وغيرهم,الليث حولاً وغيرهم
43941,يقول حولت عينه,يقول حَوِلَت عَيْنُه
43942,تحول أيضا بتشديد,تَحْوَل أَيضاً بتشديد
43943,اللام وأحولتها أنا,اللام وأَحْوَلْتُها أَنا
43944,عن الكسائيوجمع الأحول,عن الكسائيوجَمْع الأَحول
43945,حولانويقال ما أقبح,حُولانويقال ما أَقْبَحَ
43946,حولته وقد حول,حَوْلَتَه وقد حَوِلَ
43947,حولا قبيحا مصدر,حَوَلاً قبيحاً مصدر
43948,الأحولورجل أحول بين,الأَحْوَلِورجل أَحْوَل بَيِّن
43949,الحول وحول جاء,الحَوَل وحَوِلٌ جاء
43950,على الأصل لسلامة,على الأَصل لسلامة
43951,فعله ولأنهم شبهوا,فعله ولأَنهم شبَّهوا
43952,حركة العين التابعة,حَرَكة العين التابعة
43953,التابع لها فكأن,التابع لها فكأَن
43954,فعلا فعيل فكما,فَعِلاَ فَعِيل فكما
43955,يصح نحو طويل,يصح نَحْوُ طَوِيل
43956,كذلك يصح حول,كذلك يصح حَوِلٌ
43957,فتحة العين بالألف,فتحة العين بالأَلف
43958,من بعدهاوأحال عينه,من بعدهاوأَحالَ عينَه
43959,وأحولها صيرها حولاء,وأَحْوَلَها صَيَّرها حَوْلاء
43960,وإذا كان الحول,وإِذا كان الحَوَل
43961,يحدث ويذهب قيل,يَحْدُث ويذهب قيل
43962,احولت عينه احولالا,احْوَلَّت عينُه احْوِلالاً
43963,واحوالت العجب قال,واحْوالَّت العَجَب قال
43964,ومن حولة الأيام,ومن حُولِة الأَيَّام
43965,والدهر أننا لنا,والدهر أَنَّنا لنا
43966,غنم مقصورة ولنا,غَنَمٌ مقصورةٌ ولنا
43967,بقر ويوصف به,بَقَر ويوصف به
43968,فيقال جاء بأمر,فيقال جاء بأَمرٍ
43969,والحولاء من الناقة,والحُوَلاءُ من الناقة
43970,كالمشيمة للمرأة وهي,كالمَشِيمة للمرأَة وهي
43971,جلدة ماؤها أخضر,جِلْدةٌ ماؤها أَخضر
43972,تخرج مع الولد,تَخْرج مع الولد
43973,وفيها أغراس وعروق,وفيها أَغراس وعروق
43974,وخطوط خضر وحمر,وخطوط خُضْر وحُمْر
43975,وقيل تأتي بعد,وقيل تأْتي بعد
43976,الولد في السلى,الولد في السَّلى
43977,الأول وذلك أول,الأَول وذلك أَول
43978,وقد تستعمل للمرأة,وقد تستعمل للمرأَة
43979,وقيل الحولاء الماء,وقيل الحِوَلاء الماء
43980,رأس الولد إذا,رأْس الولد إِذا
43981,ولد وقال الخليل,وُلِد وقال الخليل
43982,فعلاء بالكسر ممدودا,فِعَلاء بالكسر ممدوداً
43983,إلا حولاء وعنباء,إِلا حِوَلاء وعِنَباء
43984,وسيراء وحكى ابن,وسِيَراء وحكى ابن
43985,القوطية خيلاء لغة,القُوطِيَّة خِيَلاء لغة
43986,في خيلاء حكاه,في خُيَلاء حكاه
43987,الحولاء والحولاء غلاف,الحُوَلاء والحِوَلاء غِلاف
43988,أخضر كأنه دلو,أَخضر كأَنه دلو
43989,وتتفقأ حين تقع,وتَتَفَقَّأُ حين تقع
43990,إلى الأرض ثم,إِلى الأَرض ثم
43991,يخرج السلى فيه,يخْرُج السَّلى فيه
43992,القرنتان ثم يخرج,القُرْنتان ثم يخرج
43993,أو يومين الصآة,أَو يومين الصَّآة
43994,ولا تحمل حاملة,ولا تَحْمِل حاملةٌ
43995,أبدا ما كان,أَبداً ما كان
43996,من الصآة والقذر,من الصَّآة والقَذَر
43997,أو تخلص الماء,أَو تَخْلُصَ الماء
43998,الذي في السلىوقال,الذي في السَّلىوقال
43999,الحولاء الجلدة التي,الحُولاء الجلدة التي
44000,تخرج على رأس,تخرج على رأْس
44001,حولاء لأنها مشتملة,حُوَلاءَ لأَنها مشتملة
44002,الشاعر على حولاء,الشاعر على حُوَلاءَ
44003,يطفو السخد فيها,يَطْفُو السُّخْدُ فيها
44004,فراها الشيذمان عن,فَراها الشَّيْذُمانُ عن
44005,الجنين ابن شميل,الجَنِين ابن شميل
44006,الحولاء مضمنة لما,الحُوَلاء مُضَمَّنَة لما
44007,يخرج من جوف,يخرج من جَوْف
44008,وهي أعقاؤه الواحد,وهي أَعْقاؤه الواحد
44009,عقي وهو شيء,عِقْيٌ وهو شيء
44010,يخرج من دبره,يخرج من دُبُره
44011,أمه بعضه أسود,أُمه بعضه أَسود
44012,وبعضه أصفر وبعضه,وبعضه أَصفر وبعضه
44013,أخضروقد عقى الحوار,أَخضروقد عَقى الحُوارُ
44014,يعقي إذا نتجته,يَعْقي إِذا نَتَجَتْه
44015,أمه فما خرج,أُمُّه فما خَرَج
44016,من دبره عقي,من دُبُره عِقْيٌ
44017,حتى يأكل الشجرونزلوا,حتى يأْكل الشجرونَزَلُوا
44018,في مثل حولاء,في مثل حُوَلاء
44019,حولاء السلى يريدون,حُوَلاء السَّلى يريدون
44020,بذلك الخصب والماء,بذلك الخِصْب والماء
44021,لأن الحولاء ملأى,لأَن الحُوَلاء مَلأَى
44022,ماء رياورأيت أرضا,ماءً رِيّاًورأَيت أَرضاً
44023,مثل الحولاء إذا,مثل الحُوَلاء إِذا
44024,اخضرت وأظلمت خضرة,اخضرَّت وأَظلمت خُضْرةً
44025,وذلك حين يتفقأ,وذلك حين يَتَفَقَّأُ
44026,يتفقأ قال بأغن,يتفقأُ قال بأَغَنَّ
44027,كالحولاء زان جنابه,كالحُوَلاءِ زان جَنابَه
44028,نور الدكادك سوقه,نَوْرُ الدَّكادِك سُوقُه
44029,تتخضد واحوالت الأرض,تَتَخَضَّد واحْوالَّت الأَرضُ
44030,إذا اخضرت واستوى,إِذا اخضرَّت واستوى
44031,نباتهاوفي حديث الأحنف,نباتهاوفي حديث الأَحنف
44032,إن إخواننا من,إِن إِخواننا من
44033,أهل الكوفة نزلوا,أَهل الكوفة نزلوا
44034,في مثل حولاء,في مثل حُوَلاء
44035,الناقة من ثمار,الناقة من ثِمارٍ
44036,متهدلة وأنهار متفجرة,مُتَهَدِّلة وأَنهار مُتَفَجِّرة
44037,أي نزلوا في,أَي نزلوا في
44038,الخصب تقول العرب,الخِصْب تقول العرب
44039,تركت أرض بني,تركت أَرض بني
44040,فلان كحولاء الناقة,فلان كحُوَلاء الناقة
44041,إذا بالغت في,إِذا بالغت في
44042,وصفها أنها مخصبة,وصفها أَنها مُخْصِبة
44043,وهي من الجليدة,وهي من الجُلَيْدة
44044,تقدموالحول الأخدود الذي,تقدموالحِوَل الأُخدود الذي
44045,تغرس فيه النخل,تُغْرَس فيه النخل
44046,على صفوأحال عليه,على صَفٍّوأَحال عليه
44047,أي أقبلوأحلت عليه,أَي أَقبلوأَحَلْتُ عليه
44048,بالكلام أقبلت عليهوأحال,بالكلام أَقبلت عليهوأَحال
44049,الذئب على الدم,الذِّئبُ على الدم
44050,أقبل عليه قال,أَقبل عليه قال
44051,الفرزدق فكان كذئب,الفرزدق فكان كذِئْب
44052,السوء لما رأى,السُّوءِ لما رأَى
44053,دما بصاحبه يوما,دماً بصاحبه يوماً
44054,أحال على الدم,أَحالَ على الدم
44055,أي أقبل عليه,أَي أَقبل عليه
44056,وقال أيضا فتى,وقال أَيضاً فَتًى
44057,ليس لابن العم,ليس لابن العَمِّ
44058,كالذئب إن رأى,كالذِّئبِ إِن رأَى
44059,بصاحبه يوما دما,بصاحبه يَوْماً دَماً
44060,فهو آكله وفي,فهو آكلُه وفي
44061,أحال على الوادي,أَحال على الوادي
44062,أي ما أقبل,أَي ما أَقبل
44063,ويحيل بعضهم على,ويُحِيل بعضهُم على
44064,بعض أي يقبل,بعض أَي يُقْبل
44065,عليه ويميل إليهوأحلت,عليه ويَمِيل إِليهوأَحَلْت
44066,الماء في الجدول,الماء في الجَدْوَل
44067,صببته قال لبيد,صَبَبْته قال لبيد
44068,كأن دموعه غربا,كأَنَّ دُموعَه غَرْبا
44069,سناة يحيلون السجال,سُناةٍ يُحِيلون السِّجال
44070,على السجال وأحال,على السِّجال وأَحالَ
44071,عليه الماء أفرغه,عليه الماء أُفْرَغَه
44072,قال يحيل في,قال يُحِيل في
44073,جدول تحبو ضفادعه,جَدْوَلٍ تَحْبُو ضَفادِعُه
44074,حبو الجواري ترى,حَبْوَ الجَواري تَرى
44075,في مائه نطقا,في مائه نُطُقا
44076,أبو الهيثم فيما,أَبو الهيثم فيما
44077,أكتب ابنه يقال,أَكْتَبَ ابْنَه يقال
44078,للقوم إذا أمحلوا,للقوم إِذا أَمْحَلوا
44079,فقل لبنهم حال,فَقَلَّ لبنُهم حالَ
44080,صبوحهم على غبوقهم,صَبُوحهُم على غَبُوقِهم
44081,أي صار صبوحهم,أَي صار صَبُوحهم
44082,وغبوقهم واحداوحال بمعنى,وغَبُوقُهم واحداًوحال بمعنى
44083,انصبوحال الماء على,انْصَبَّوحال الماءُ على
44084,الأرض يحول عليها,الأَرض يَحُول عليها
44085,حولا وأحلته أنا,حوْلاً وأَحَلْتُه أَنا
44086,عليها أحيله إحالة,عليها أُحِيله إِحالة
44087,أي الماء من,أَي الماءَ من
44088,الدلو أي صبه,الدلو أَي صَبَّه
44089,وقلبها وأنشد ابن,وقَلَبها وأَنشد ابن
44090,بري لزهير يحيل,بري لزهير يُحِيل
44091,في جدول تحبو,في جَدْوَلٍ تَحْبُو
44092,ضفادعه وأحال الليل,ضَفادِعُه وأَحال الليلُ
44093,انصب على الأرض,انْصَبَّ على الأَرض
44094,وأقبل أنشد ابن,وأَقبل أَنشد ابن
44095,الأعرابي في صفة,الأَعرابي في صفة
44096,نخل لا ترهب,نخل لا تَرْهَبُ
44097,الذئب على أطلائها,الذِّئبَ على أَطْلائها
44098,وإن أحال الليل,وإِن أَحالَ الليلُ
44099,من ورائها يعني,مِنْ وَرائها يعني
44100,أن النخل إنما,أَن النَّخل إِنما
44101,أولادها الفسلان والذئاب,أَولادها الفُسْلان والذئاب
44102,لا تأكل الفسيل,لا تأْكل الفَسِيل
44103,فهي لا ترهبها,فهي لا تَرْهَبها
44104,عليها وإن انصب,عليها وإِن انْصَبَّ
44105,وأقبلوالحال موضع اللبد,وأَقبلوالحالُ موضع اللِّبْد
44106,من ظهر الفرس,من ظَهْر الفرس
44107,وقيل هي طريقة,وقيل هي طَرِيقة
44108,المتن قال كأن,المَتْن قال كأَنَّ
44109,غلامي إذ علا,غلامي إِذ عَلا
44110,حال متنه على,حالَ مَتْنِه على
44111,ظهر باز في,ظَهْرِ بازٍ في
44112,السماء محلق وقال,السماء مُحَلِّق وقال
44113,امرؤ القيس كميت,امرؤ القيس كُمَيْت
44114,يزل اللبد عن,يَزِلُّ اللِّبْدُ عن
44115,حال متنه ابن,حالِ مَتْنِه ابن
44116,الأعرابي الحال لحم,الأَعرابي الحالُ لَحْمُ
44117,المتنين والحمأة والكارة,المَتْنَيْن والحَمْأَةُ والكارَةُ
44118,التي يحملها الحمال,التي يَحْمِلها الحَمَّال
44119,واللواء الذي يعقد,واللِّواء الذي يُعْقَد
44120,للأمراء وفيه ثلاث,للأُمراء وفيه ثلاث
44121,المعجمة وهو أعرقها,المعجمة وهو أَعْرَقُها
44122,حال الإنسانوالحال الثقلوالحال,حال الإِنسانوالحال الثقلوالحال
44123,مرأة الرجلوالحال العجلة,مَرْأَة الرَّجُلوالحال العَجَلة
44124,التي يعلم عليها,التي يُعَلَّم عليها
44125,أبيات تجمع معاني,أَبيات تجمع معاني
44126,الحال يا ليت,الحال يا لَيْتَ
44127,شعري هل أكسى,شِعْرِيَ هل أُكْسَى
44128,شعار تقى والشعر,شِعارَ تُقًى والشَّعْرُ
44129,يبيض حالا بعدما,يَبْيَضُّ حالاً بَعْدَما
44130,حال أي شيئا,حال أَي شيئاً
44131,ابيض شعري فالسواد,ابْيَضَّ شَعْرِي فالسَّوادُ
44132,إلى نفسي تميل,إِلى نفسي تميل
44133,فنفسي بالهوى حالي,فَنَفْسِي بالهوى حالي
44134,حال من الحلي,حالٍ من الحَلْيِ
44135,حليت فأنا حال,حَلِيتُ فأَنا حالٍ
44136,ليست تسود غدا,ليست تَسُودُ غَداً
44137,سود النفوس فكم,سُودُ النفوس فكَمْ
44138,أغدو مضيع نور,أَغْدُو مُضَيّع نورٍ
44139,عامر الحال الحال,عامِرَ الحال الحال
44140,هنا التراب تدور,هنا التراب تَدُورُ
44141,دار الدنى بالنفس,دارُ الدُّنى بالنفس
44142,تنقلها عن حالها,تَنْقُلُها عن حالها
44143,كصبي راكب الحال,كصَبيٍّ راكبِ الحال
44144,الحال هنا العجلة,الحالُ هنا العَجَلة
44145,فالمرء يبعث يوم,فالمرءُ يُبْعَث يوم
44146,الحشر من جدث,الحَشْرِ من جَدَثٍ
44147,بما جنى وعلى,بما جَنى وعلى
44148,مذهب خير أو,مَذْهَب خير أَو
44149,شر لو كنت,شر لو كنتُ
44150,أعقل حالي عقل,أَعْقِلُ حالي عَقْلَ
44151,ذي نظر لكنت,ذي نَظَر لكنت
44152,مشتغلا بالوقت والحال,مشتغلاً بالوقت والحال
44153,التي أنت فيها,التي أَنت فيها
44154,لكنني بلذيذ العيش,لكِنَّني بلذيذ العيش
44155,مغتبط كأنما هو,مُغْتَبِطٌ كأَنما هو
44156,شهد شيب بالحال,شَهْدٌ شِيب بالحال
44157,الحال هنا اللبن,الحال هنا اللَّبَن
44158,ماذا المحال الذي,ماذا المُحالُ الذي
44159,ما زلت أعشقه,ما زِلْتُ أَعْشَقُه
44160,ضيعت عقلي فلم,ضَيَّعْت عَقْلي فلم
44161,أصلح به حالي,أُصْلِح به حالي
44162,حال الرجل امرأته,حال الرجل امرأَته
44163,النفس هنا ركبت,النفس هنا رَكِبْت
44164,للذنب طرفا ما,للذَّنْب طِرْفاً ما
44165,له طرف فيا,له طَرَفٌ فيا
44166,لراكب طرف سيء,لِراكبِ طِرْفٍ سَيِّء
44167,الحال حال الفرس,الحال حالُ الفَرَس
44168,طرائق ظهره وقيل,طرائق ظَهْره وقيل
44169,متنه يا رب,مَتْنُه يا رَبِّ
44170,غفرا يهد الذنب,غَفْراً يَهُدُّ الذنب
44171,أجمعه حتى يجز,أَجْمَعَه حَتَّى يَجِزَّ
44172,الحال هنا ورق,الحال هنا وَرَق
44173,الشجر يسقط الأصمعي,الشجر يَسْقُط الأَصمعي
44174,يقال ما أحسن,يقال ما أَحْسَنَ
44175,حال متن الفرس,حالَ مَتْنِ الفَرَس
44176,وهو موضع اللبد,وهو موضع اللِّبْد
44177,والحال لحمة المتن,والحال لَحْمة المَتْن
44178,الأصمعي حلت في,الأَصمعي حُلْت في
44179,متن الفرس أحول,مَتْن الفرس أَحُول
44180,حؤولا إذا ركبته,حُؤُولاً إِذا رَكِبْتَه
44181,في متن فرسه,في مَتْنِ فرسه
44182,حؤولا إذا وثب,حُؤولاً إِذا وَثَبَ
44183,وركبوحال عن ظهر,ورَكِبوحال عن ظَهْر
44184,دابته يحول حولا,دابته يَحُول حَوْلاً
44185,وحؤولا أي زال,وحُؤولاً أَي زال
44186,ظهر دابته حولا,ظهر دابته حَوْلاً
44187,وأحال وثب واستوى,وأَحالَ وَثَب واستوى
44188,على ظهرها وكلام,على ظَهْرها وكلام
44189,العرب حال على,العرب حالَ على
44190,ظهره وأحال في,ظهره وأَحال في
44191,ظهرهويقال حال متنه,ظهرهويقال حالُ مَتْنِه
44192,وحاذ متنه وهو,وحاذُ مَتْنِه وهو
44193,الظهر بعينه الجوهري,الظَّهْر بعينه الجوهري
44194,أحال في متن,أَحال في مَتْن
44195,أي وثب وفي,أَي وَثَب وفي
44196,المثل تجنب روضة,المثل تَجَنَّب رَوْضَةً
44197,وأحال يعدو أي,وأَحال يَعْدُو أَي
44198,ترك الخصب واختار,تَرَكَ الخِصْبَ واختار
44199,عليه الشقاءويقال إنه,عليه الشَّقاءويقال إِنه
44200,ليحول أي يجيء,لَيَحُول أَي يجيء
44201,ويذهب وهو المجرة,ويذهب وهو المَجَرَّةُ
44202,صارت شدة الحر,صارت شدّة الحَرّ
44203,وشعث يشجون الفلا,وشُعْثٍ يَشُجُّون الفلا
44204,في رؤوسه إذا,في رؤوسه إِذا
44205,حولت أم النجوم,حَوَّلَتْ أُمُّ النجوم
44206,الشوابك قال أبو,الشَّوابك قال أَبو
44207,منصور وحولت بمعنى,منصور وحَوَّلت بمعنى
44208,تحولت ومثله ولى,تَحَوَّلت ومثله وَلَّى
44209,بمعنى تولىوأرض محتالة,بمعنى تَولَّىوأَرض مُحْتالة
44210,إذا لم يصبها,إِذا لم يصبها
44211,المطروما أحسن حويله,المطروما أَحْسَن حَوِيلَه
44212,قال الأصمعي أي,قال الأَصمعي أَي
44213,ما أحسن مذهبه,ما أَحسن مذهبه
44214,أضعف حوله وحويله,أَضعف حَوْلَه وحَوِيلَه
44215,وحيلته والحيال خيط,وحِيلته والحِيال خيط
44216,يشد من بطان,يُشدُّ من بِطان
44217,البعير إلى حقبه,البعير إِلى حَقَبه
44218,لئلا يقع الحقب,لئلا يقع الحَقَب
44219,على ثيلهوهذا حيال,على ثِيلِهوهذا حِيالَ
44220,كلمتك أي مقابلة,كلمتك أَي مقابلَةَ
44221,الأعرابي ينصبه على,الأَعرابي ينصبه على
44222,على المبتدإ والخبر,على المبتدإِ والخبر
44223,حياله وبحياله أي,حِيالَه وبحِياله أَي
44224,بإزائه وأصله الواووالحويل,بإِزائه وأَصله الواووالحَوِيل
44225,الكفيل والاسم عليه,الكفِيل والاسم عليه
44226,بالدين من الشيء,بالدَّين من الشيء
44227,أي أردته والاسم,أَي أَردته والاسم
44228,الحويل قال الكميت,الحَوِيل قال الكميت
44229,وذات اسمين والألوان,وذاتِ اسْمَيْن والأَلوانُ
44230,شتى تحمق وهي,شَتَّى تُحَمَّق وهي
44231,كيسة الحويل قال,كَيِّسة الحَوِيل قال
44232,يعني فتحول وحول,يعني فَتَحَوَّل وحَوَّل
44233,أيضا بنفسه يتعدى,أَيضاً بنفسه يتعدّى
44234,ولا يتعدى قال,ولا يتعدّى قال
44235,الحرباء يظل بها,الحرباء يَظَلُّ بها
44236,الحرباء للشمس مائلا,الحِرْباء للشمس مائلاً
44237,على الجذل إلا,على الجِذْل إِلا
44238,أنه لا يكبر,أَنه لا يُكَبِّر
44239,إذا حول الظل,إِذا حَوَّل الظِّلُّ
44240,العشي رأيته حنيفا,العَشِيَّ رأَيته حَنِيفاً
44241,وفي قرن الضحى,وفي قَرْن الضُّحى
44242,يتنصر يعني تحول,يَتَنَصَّر يعني تَحَوَّل
44243,هذا إذا رفعت,هذا إِذا رفعت
44244,الظل على أنه,الظل على أَنه
44245,الظل العشي على,الظِّلَّ العَشِيُّ على
44246,أن يكون العشي,أَن يكون العَشِيّ
44247,إذا حول الظل,إِذا حَوَّل الظل
44248,العشي وذلك عند,العشيّ وذلك عند
44249,ميل الشمس إلى,ميل الشمس إِلى
44250,الحرباء متوجها للقبلة,الحرباء متوجهاً للقبلة
44251,فهو حنيف فإذا,فهو حَنِيف فإِذا
44252,كان في أول,كان في أَوَّل
44253,للشرق لأن الشمس,للشرق لأَن الشمس
44254,المشرق فيصير متنصرا,المشرق فيصير مُتَنَصِّراً
44255,لأن النصارى تتوجه,لأَن النصارى تتوجه
44256,المشرقواحتال المنزل مرت,المشرقواحْتال المنزلُ مَرَّت
44257,عليه أحوال قال,عليه أَحوال قال
44258,ذو الرمة فيا,ذو الرمة فَيَا
44259,لك من دار,لَكِ من دار
44260,تحمل أهلها أيادي,تَحَمَّل أَهلُها أَيادي
44261,سبا بعدي وطال,سَبَا بَعْدِي وطال
44262,احتيالها واحتال أيضا,احْتِيالُها واحتال أَيضاً
44263,ميثاء جاد عليها,مَيْثاء جاد عليها
44264,وابل هطل فأمرعت,وابلٌ هَطِلٌ فأَمْرَعَتْ
44265,لاحتيال فرط أعوام,لاحتيالٍ فَرْطَ أَعوام
44266,وحاولت له بصري,وحاوَلْت له بصري
44267,إذا حددته نحوه,إِذا حَدَّدته نحوه
44268,اللحيانيوحال لونه أي,اللحيانيوحالَ لونُه أَي
44269,تغير الدار وأحولت,تغير الدارُ وأَحْوَلت
44270,أتى عليها حول,أَتى عليها حَوْلٌ
44271,فهو محيل قال,فهو مُحِيل قال
44272,الكميت ألم تلمم,الكميت أَلَم تُلْمِم
44273,على الطلل المحيل,على الطَّلَل المُحِيل
44274,بفيد وما بكاؤك,بفَيْدَ وما بُكاؤك
44275,بالطلول والمحيل الذي,بالطُّلول والمُحِيل الذي
44276,أتت عليه أحوال,أَتت عليه أَحوال
44277,وغيرته وبخ نفسه,وغَيَّرته وَبَّخَ نفسه
44278,ارتحل عنها أهلها,ارتحل عنها أَهلها
44279,متذكرا أيامهم مع,متذكراً أَيَّامهم مع
44280,كونه أشيب غير,كونه أَشْيَبَ غير
44281,شاب وذلك في,شابٍّ وذلك في
44282,أأشيب كالوليد رسم,أَأَشْيَبُ كالوُلَيِّد رَسْمَ
44283,دار تسائل ما,دار تُسائل ما
44284,أصم عن السؤول,أَصَمَّ عن السَّؤُول
44285,أي أتسأل أشيب,أَي أَتسأَل أَشْيَبُ
44286,أي وأنت أشيب,أَي وأَنت أَشيب
44287,وتسائل ما أصم,وتُسائل ما أَصَمَّ
44288,أي تسائل ما,أَي تُسائل ما
44289,لا يجيب فكأنه,لا يجيب فكأَنه
44290,أصم وأنشد أبو,أَصَمّ وأَنشد أَبو
44291,زيد لأبي النجم,زيد لأَبي النجم
44292,يا صاحبي عرجا,يا صاحِبَيَّ عَرِّجا
44293,قليلا حتى نحيي,قليلا حتى نُحَيِّي
44294,الطلل المحيلا وأنشد,الطَّلَل المُحِيلا وأَنشد
44295,بن لجإ ألم,بن لَجَإٍ أَلم
44296,تلمم على الطلل,تُلْمِمْ على الطَّلَل
44297,المحيل بغربي الأبارق,المُحِيل بغَرْبِيِّ الأَبارق
44298,من حقيل قال,من حَقِيل قال
44299,المحول قول عمر,المُحْوِل قول عمر
44300,بن أبي ربيعة,بن أَبي ربيعة
44301,قفا نحيي الطلل,قِفا نُحَيِّي الطَّلَل
44302,المحولا والرسم من,المُحْوِلا والرَّسْمَ من
44303,أسماء والمنزلا بجانب,أَسماءَ والمَنْزِلا بجانب
44304,البوباة لم يعفه,البَوْباةِ لم يَعْفُه
44305,تقادم العهد بأن,تَقادُمُ العَهْدِ بأَن
44306,يؤهلا قال تقديره,يُؤْهَلا قال تقديره
44307,قفا نحيي الطلل,قِفا نُحَيِّي الطَّلَل
44308,المحول بأن يؤهل,المُحْوِل بأَن يُؤْهَل
44309,من أهله الله,من أَهَله الله
44310,وقال الأخوص ألمم,وقال الأَخوص أَلْمِمْ
44311,على طلل تقادم,على طَلَلٍ تَقادَمَ
44312,محول وقال امرؤ,مُحْوِلِ وقال امرؤ
44313,الطرف لو دب,الطَّرْف لو دَبَّ
44314,محول من الذر,مُحْوِلٌ من الذَّرِّ
44315,فوق الإتب منها,فوق الإِتْبِ منها
44316,لأثرا أبو زيد,لأَثّرا أَبو زيد
44317,فلان على حول,فلان على حَوْل
44318,فلان إذا كان,فلان إِذا كان
44319,مثله في السن,مثله في السِّن
44320,أو ولد على,أَو وُلِد على
44321,أثرهوحالت القوس واستحالت,أَثرهوحالت القوسُ واستحالت
44322,بمعنى أي انقلبت,بمعنى أَي انقلبت
44323,غمزت عليها وحصل,غُمِزَت عليها وحَصَل
44324,في قابها اعوجاجوحوال,في قابِها اعوجاجوحَوَال
44325,خراش بن زهير,خِراش بن زهير
44326,فإني دليل غير,فإِني دليل غير
44327,معط إتاوة على,مُعْط إِتاوَةً على
44328,نعم ترعى حوالا,نَعَمٍ تَرْعى حَوالاً
44329,وأجربا الأزهري في,وأَجْرَبا الأَزهري في
44330,الخماسي الحولولة الكيسة,الخماسي الحَوَلْولة الكَيِّسة
44331,وهو ثلاثي الأصل,وهو ثلاثي الأَصل
44332,ألحق بالخماسي لتكرير,أُلحق بالخماسي لتكرير
44333,بعض حروفهاوبنو حوالة,بعض حروفهاوبنو حَوالة
44334,بطنوبنو محولة هم,بطنوبنو مُحَوَّلة هم
44335,غطفان وكان اسمه,غَطَفان وكان اسمه
44336,عبد العزى فسماه,عبد العُزَّى فسماه
44337,وسلم عبدالله فسموا,وسلم عبدالله فسُمُّوا
44338,بني محولة لذلكوحويل,بني مُحَوَّلة لذلكوحَوِيل
44339,النابغة الجعدي تحل,النابغة الجعدي تَحُلُّ
44340,بأطراف الوحاف ودونها,بأَطراف الوِحاف ودُونها
44341,حويل فريطات فرعم,حَوِيل فريطات فرَعْم
44342,فأخرب عرض لسان,فأَخْرَب عرض لسان
44343,العرب العرض خلاف,العرب العَرْضُ خلافُ
44344,الطول والجمع أعراض,الطُّول والجمع أَعراضٌ
44345,عن ابن الأعرابي,عن ابن الأَعرابي
44346,وأنشد يطوون أعراض,وأَنشد يَطْوُونَ أَعْراضَ
44347,الفجاج الغبر طي,الفِجاجِ الغُبْرِ طَيَّ
44348,أخي التجر برود,أَخي التَّجْرِ بُرودَ
44349,التجر وفي الكثير,التَّجْرِ وفي الكثير
